id,race,sex,age,juv_fel_count,juv_misd_count,priors_count,charge_id,charge_degree (misd/fel),compas_decile_score,two_year_recid,compas_guess,compas_correct
2490,2,0,37,0,0,8,172,1,5,1,1,1
2493,1,1,32,0,0,6,28,1,6,1,1,1
2494,2,1,23,0,0,2,190,1,7,1,1,1
2495,1,0,21,0,0,0,246,1,5,0,1,0
2496,6,0,22,0,0,1,190,1,9,0,1,0
2497,6,0,52,0,0,2,28,1,1,0,0,1
2498,1,0,49,0,0,2,45,0,2,0,0,1
2499,1,0,55,0,0,3,306,1,7,1,1,1
2501,2,0,22,0,0,0,418,1,2,0,0,1
2502,3,0,45,0,0,0,186,1,1,0,0,1
2503,2,1,31,0,0,7,172,1,5,1,1,1
2504,1,0,22,0,0,0,242,0,2,1,0,0
2507,2,0,28,0,0,5,283,0,6,0,1,0
2509,2,0,21,0,0,1,190,1,5,1,1,1
2511,3,0,37,0,0,2,144,0,3,0,0,1
2512,2,0,30,0,2,21,28,1,7,1,1,1
2513,2,0,22,0,0,13,251,1,10,1,1,1
2514,2,0,35,0,1,23,268,1,9,1,1,1
2515,2,0,28,2,1,11,179,1,10,0,1,0
2516,2,0,24,0,0,1,129,1,3,0,0,1
2517,2,0,44,0,0,9,28,1,3,0,0,1
2518,3,0,25,0,0,5,28,1,8,0,1,0
2519,2,0,32,1,3,24,129,1,7,1,1,1
2520,2,0,29,0,0,5,35,1,3,1,0,0
2521,2,1,24,0,0,1,190,1,5,0,1,0
2523,2,0,57,0,0,19,172,1,3,0,0,1
2524,6,0,21,0,0,0,328,0,6,0,1,0
2525,1,0,28,0,0,0,86,1,2,0,0,1
2526,1,0,51,0,0,0,45,0,1,0,0,1
2527,2,0,34,0,0,6,306,1,9,1,1,1
2529,2,0,26,0,0,0,409,0,2,1,0,0
2530,2,0,20,0,0,0,302,1,6,1,1,1
2532,2,0,25,0,1,6,28,0,7,0,1,0
2533,1,0,19,0,0,0,45,0,6,1,1,1
2534,1,0,49,0,0,1,28,1,1,1,0,0
2536,2,0,57,0,0,27,28,0,10,0,1,0
2537,2,1,27,0,0,0,45,0,2,0,0,1
2538,1,0,66,0,0,1,28,0,1,0,0,1
2539,2,1,25,0,0,4,28,0,7,1,1,1
2540,1,0,21,0,0,0,28,1,3,0,0,1
2541,1,0,45,0,0,1,306,1,2,0,0,1
2542,2,0,38,0,0,6,14,1,6,1,1,1
2543,2,0,37,2,3,24,66,1,8,0,1,0
2544,1,0,44,0,0,13,90,1,9,1,1,1
2546,2,0,64,0,0,0,190,1,4,0,0,1
2548,2,0,30,0,0,1,112,1,6,1,1,1
2549,2,0,61,0,0,1,28,0,1,0,0,1
2550,1,0,33,0,0,0,129,1,3,0,0,1
2554,1,1,49,0,0,8,28,1,2,0,0,1
2556,2,0,23,0,0,0,379,1,7,0,1,0
2557,2,0,33,0,0,14,336,1,8,0,1,0
2560,1,0,21,0,0,0,347,1,9,1,1,1
2561,1,1,30,0,0,2,65,1,10,1,1,1
2562,3,0,26,0,0,7,45,0,4,0,0,1
2564,6,0,35,0,0,3,45,0,1,1,0,0
2566,2,0,27,0,0,2,283,0,9,0,1,0
2567,1,0,38,0,0,1,45,0,6,0,1,0
2568,2,0,48,0,0,14,28,1,9,1,1,1
2569,1,0,26,0,0,0,45,0,2,0,0,1
2571,2,0,24,0,1,4,306,1,8,1,1,1
2572,2,1,28,0,0,2,297,1,5,1,1,1
2573,1,1,44,0,0,4,306,1,6,1,1,1
2574,1,0,23,0,0,2,262,1,7,0,1,0
2575,1,1,34,0,0,1,28,1,6,1,1,1
2576,1,0,20,0,1,1,58,1,5,1,1,1
2578,6,0,63,0,0,23,175,1,4,1,0,0
2579,2,1,36,0,0,0,133,0,1,0,0,1
2580,1,0,58,0,0,1,28,1,1,0,0,1
2581,2,0,25,0,0,7,28,1,7,1,1,1
2582,1,0,46,0,0,5,28,0,3,0,0,1
2583,1,1,35,0,0,4,170,1,3,0,0,1
2584,2,0,23,0,0,3,65,1,7,0,1,0
2586,1,0,40,0,0,1,42,1,1,0,0,1
2588,3,0,31,0,0,3,377,1,3,0,0,1
2589,3,1,34,0,0,5,218,1,4,0,0,1
2591,2,0,23,0,0,3,426,0,6,1,1,1
2592,1,0,27,0,0,0,149,0,3,1,0,0
2593,2,1,26,0,0,3,66,1,5,0,1,0
2594,2,0,49,0,0,1,169,1,1,0,0,1
2595,3,1,47,0,0,0,45,0,1,0,0,1
2599,5,1,45,0,0,1,28,0,2,0,0,1
2602,2,0,47,0,0,6,36,1,2,0,0,1
2604,2,0,34,0,0,7,303,1,6,1,1,1
2605,3,0,45,0,0,1,426,0,8,0,1,0
2606,2,0,27,0,0,10,28,1,9,0,1,0
2607,1,1,52,0,0,0,45,0,1,0,0,1
2608,2,0,26,0,0,0,239,0,3,1,0,0
2609,2,0,25,0,0,9,129,1,7,0,1,0
2610,2,0,51,0,0,1,28,1,2,0,0,1
2611,2,1,29,0,0,1,335,0,2,0,0,1
2612,2,0,39,0,0,1,28,1,3,0,0,1
2613,1,0,46,0,0,0,371,1,1,0,0,1
2614,1,0,28,0,0,6,190,1,4,0,0,1
2615,2,0,57,0,0,0,169,1,1,0,0,1
2616,3,0,23,0,0,2,350,1,5,0,1,0
2618,2,0,34,0,0,27,175,1,9,1,1,1
2619,2,0,27,0,0,3,28,1,3,0,0,1
2620,2,0,25,0,0,7,423,0,9,1,1,1
2621,1,0,31,0,0,1,190,1,7,1,1,1
2623,2,0,37,0,0,8,65,1,2,0,0,1
2624,2,0,51,0,0,0,306,1,2,1,0,0
2625,3,0,51,0,0,3,122,0,2,0,0,1
2630,2,0,28,0,1,8,336,1,6,0,1,0
2632,1,0,56,0,0,4,306,1,1,0,0,1
2633,2,0,45,0,0,15,35,1,9,1,1,1
2634,1,0,26,0,0,7,61,1,6,1,1,1
2637,1,0,33,0,0,7,169,1,8,1,1,1
2638,1,0,23,0,0,0,45,0,4,0,0,1
2639,2,0,31,0,0,0,255,0,2,0,0,1
2641,6,0,31,0,0,0,45,0,3,0,0,1
2642,3,0,19,1,0,1,28,1,9,0,1,0
2643,1,0,32,0,0,0,17,1,1,0,0,1
2644,1,0,30,0,0,1,128,0,3,1,0,0
2645,3,1,48,0,0,9,28,1,6,0,1,0
2649,1,0,66,0,0,1,28,1,1,0,0,1
2650,2,1,40,0,0,0,189,1,1,0,0,1
2651,2,0,59,0,0,4,45,0,2,0,0,1
2652,2,0,25,0,0,5,28,1,7,0,1,0
2654,2,0,27,0,0,3,207,0,7,0,1,0
2655,2,0,22,0,0,0,190,1,3,0,0,1
2656,1,0,58,0,0,1,165,1,1,0,0,1
2657,2,0,49,0,0,1,45,0,1,0,0,1
2658,1,0,29,0,0,2,190,1,3,0,0,1
2661,1,1,44,0,0,11,170,1,7,1,1,1
2662,2,0,24,0,0,2,65,1,4,0,0,1
2664,2,0,27,0,0,0,15,1,8,1,1,1
2666,2,1,34,0,0,5,336,1,5,1,1,1
2667,1,0,24,0,0,0,297,1,5,0,1,0
2668,1,1,35,0,1,3,10,1,4,0,0,1
2669,1,0,65,0,0,4,45,0,3,0,0,1
2671,2,0,29,0,2,7,190,1,8,1,1,1
2672,2,0,30,1,0,5,15,1,9,1,1,1
2673,2,0,23,0,1,1,292,1,2,0,0,1
2676,1,0,32,0,0,2,311,1,4,1,0,0
2677,1,0,22,0,0,2,28,1,5,0,1,0
2678,2,0,21,0,0,0,45,0,3,0,0,1
2679,1,1,43,0,0,0,45,0,2,0,0,1
2680,2,0,29,0,0,0,260,1,8,0,1,0
2681,2,0,43,0,0,1,344,1,3,0,0,1
2682,2,0,25,0,0,1,28,1,2,0,0,1
2683,1,0,47,0,0,0,45,0,1,0,0,1
2685,2,1,21,0,0,0,190,1,5,0,1,0
2686,2,1,25,0,0,1,122,0,6,0,1,0
2687,1,0,54,0,0,0,45,0,1,0,0,1
2688,2,0,34,0,0,3,210,1,1,1,0,0
2689,2,1,28,0,0,2,45,0,2,0,0,1
2690,1,1,53,0,0,4,253,1,1,1,0,0
2691,2,0,54,0,0,0,368,0,1,0,0,1
2692,3,0,37,0,0,3,28,1,1,1,0,0
2696,2,0,34,0,0,2,172,1,4,0,0,1
2697,3,0,50,0,0,11,145,0,9,0,1,0
2698,1,1,60,0,0,0,49,1,1,1,0,0
2700,2,0,22,0,0,0,190,1,4,0,0,1
2703,2,0,51,0,0,3,172,1,7,0,1,0
2704,2,0,29,0,0,0,169,1,2,1,0,0
2706,2,1,28,0,0,1,418,1,5,0,1,0
2707,1,0,36,0,0,6,190,1,7,0,1,0
2708,2,0,28,0,0,5,28,0,6,0,1,0
2711,1,0,33,0,0,0,186,1,1,1,0,0
2713,1,0,43,0,0,4,45,0,2,0,0,1
2714,3,0,45,0,0,1,45,0,6,0,1,0
2716,1,0,32,0,0,5,336,1,5,1,1,1
2718,2,1,35,0,0,0,306,1,3,1,0,0
2719,2,0,23,0,0,1,167,1,4,1,0,0
2720,3,0,41,0,0,1,10,0,1,0,0,1
2721,6,0,25,20,0,24,28,1,10,1,1,1
2722,3,0,35,0,1,12,15,1,9,0,1,0
2723,2,0,25,0,0,4,89,1,6,1,1,1
2724,1,0,69,0,0,6,129,1,2,1,0,0
2728,4,0,24,0,0,0,45,0,3,0,0,1
2730,2,0,21,0,0,3,186,1,6,1,1,1
2731,3,0,28,0,0,0,190,1,4,0,0,1
2732,2,0,47,0,0,23,275,1,7,1,1,1
2733,6,0,59,0,0,1,297,1,1,0,0,1
2735,2,0,29,0,1,13,268,1,10,1,1,1
2736,1,0,36,0,0,14,190,1,4,1,0,0
2737,2,0,26,0,0,9,126,1,8,1,1,1
2738,6,0,31,0,0,0,426,0,1,0,0,1
2740,2,0,32,0,0,8,190,1,3,1,0,0
2742,1,1,27,0,0,3,28,1,7,1,1,1
2745,1,0,28,0,0,0,108,1,7,0,1,0
2746,1,0,48,0,0,1,128,0,1,1,0,0
2747,1,0,23,0,0,2,28,1,7,1,1,1
2748,1,0,44,0,0,0,45,0,1,0,0,1
2749,2,0,42,0,0,7,127,0,5,0,1,0
2750,2,0,39,0,0,5,190,1,7,0,1,0
2751,3,1,46,0,0,2,190,1,1,0,0,1
2752,1,0,55,0,0,0,45,0,5,0,1,0
2753,2,0,27,0,0,5,61,1,9,1,1,1
2754,1,1,31,0,0,0,45,0,9,0,1,0
2758,2,0,25,0,0,0,271,1,2,0,0,1
2759,1,0,32,0,0,6,334,0,7,0,1,0
2760,2,0,36,0,0,2,129,1,5,0,1,0
2762,2,0,21,0,0,3,28,1,7,1,1,1
2764,1,0,39,0,0,2,128,0,4,0,0,1
2765,2,1,26,0,0,0,45,0,2,0,0,1
2766,2,0,28,0,0,8,190,1,8,1,1,1
2767,1,0,67,0,0,2,334,0,1,1,0,0
2770,6,1,22,0,0,0,10,1,4,0,0,1
2771,1,0,37,0,0,3,128,0,1,0,0,1
2772,2,0,23,0,0,2,92,0,8,1,1,1
2773,2,1,49,0,0,14,45,0,7,1,1,1
2775,1,0,32,0,0,9,393,0,7,1,1,1
2776,1,0,41,0,0,9,45,0,6,0,1,0
2777,2,0,25,0,0,1,45,0,3,0,0,1
2779,1,1,57,0,0,3,49,1,1,0,0,1
2780,1,0,58,0,0,0,45,0,1,0,0,1
2782,2,0,44,2,0,19,45,0,9,1,1,1
2786,2,0,28,0,0,1,13,1,4,0,0,1
2787,2,1,39,0,0,0,190,1,5,1,1,1
2788,1,0,54,0,0,0,6,1,1,0,0,1
2789,3,0,21,0,0,0,45,0,4,1,0,0
2790,1,0,43,0,0,0,134,0,4,0,0,1
2792,2,0,31,0,0,5,45,0,10,0,1,0
2793,2,0,30,4,1,11,246,1,10,0,1,0
2794,1,0,27,0,1,4,45,0,4,1,0,0
2797,2,0,28,0,0,0,45,0,2,1,0,0
2800,2,0,24,0,0,0,286,0,7,0,1,0
2802,1,0,43,0,0,0,374,0,1,0,0,1
2804,2,0,44,0,0,10,128,0,4,1,0,0
2805,2,0,51,0,0,4,28,1,7,0,1,0
2807,3,0,24,0,0,11,364,1,10,1,1,1
2808,2,0,31,0,0,1,38,1,3,0,0,1
2809,2,0,23,0,0,0,246,1,3,0,0,1
2813,2,0,26,2,1,8,328,0,10,1,1,1
2814,1,0,36,0,0,5,423,0,3,1,0,0
2817,1,0,27,0,0,1,28,1,9,0,1,0
2819,2,0,24,0,0,0,166,1,10,1,1,1
2820,1,0,66,0,0,0,45,0,1,0,0,1
2821,1,1,36,0,0,3,306,1,4,0,0,1
2824,3,0,53,0,0,9,175,1,8,1,1,1
2825,1,0,23,0,0,1,306,1,3,1,0,0
2828,2,1,22,0,0,0,45,0,7,1,1,1
2829,3,0,25,0,0,1,90,1,3,0,0,1
2830,2,0,56,0,0,4,306,1,1,0,0,1
2834,5,0,29,0,0,1,306,1,2,0,0,1
2835,1,0,29,0,0,10,28,1,6,1,1,1
2836,4,0,51,0,0,1,28,1,1,1,0,0
2837,2,1,58,0,0,3,28,0,1,0,0,1
2841,1,0,24,0,1,3,133,0,5,0,1,0
2842,2,0,22,0,0,0,59,1,3,1,0,0
2843,1,0,39,0,0,0,45,0,1,0,0,1
2844,3,0,20,0,0,3,246,1,10,1,1,1
2845,1,0,46,0,0,10,28,1,7,1,1,1
2846,1,0,38,0,0,1,317,1,1,1,0,0
2848,1,0,23,0,0,0,425,0,8,1,1,1
2851,6,0,39,0,0,6,65,1,5,0,1,0
2852,2,0,25,0,0,0,168,1,8,0,1,0
2854,2,0,31,0,0,19,129,1,9,1,1,1
2855,2,1,25,0,0,1,45,0,3,1,0,0
2856,2,0,26,0,0,6,28,1,6,0,1,0
2857,2,0,25,0,0,2,292,1,9,0,1,0
2859,1,0,37,0,0,11,129,1,8,1,1,1
2860,2,0,36,0,0,0,190,1,1,0,0,1
2862,2,0,26,0,0,1,246,1,6,1,1,1
2863,6,0,21,0,2,3,190,1,2,1,0,0
2864,2,0,35,0,0,7,336,1,4,1,0,0
2865,2,0,22,0,0,2,89,1,4,1,0,0
2867,1,0,25,0,0,0,18,1,2,0,0,1
2868,1,0,24,0,0,0,88,0,7,0,1,0
2869,3,0,36,0,0,0,239,0,1,0,0,1
2870,2,0,24,0,0,2,374,0,7,1,1,1
2871,2,0,21,0,0,0,190,1,9,1,1,1
2873,1,0,32,2,0,15,306,1,9,1,1,1
2874,2,0,33,0,0,2,45,0,2,1,0,0
2875,2,0,33,0,0,10,306,1,9,1,1,1
2876,2,1,23,0,0,4,28,0,8,1,1,1
2879,1,0,29,0,0,0,134,0,3,0,0,1
2880,1,0,50,0,0,8,137,1,3,0,0,1
2882,1,0,32,0,0,5,28,1,5,1,1,1
2883,2,0,33,0,0,14,129,1,8,1,1,1
2885,2,0,37,0,1,13,6,1,8,1,1,1
2886,2,0,27,0,0,9,65,1,7,1,1,1
2887,2,0,27,0,0,0,45,0,1,0,0,1
2890,2,1,52,0,0,21,175,1,7,1,1,1
2891,3,0,21,0,0,1,283,0,5,1,1,1
2892,2,0,58,0,0,1,28,1,1,0,0,1
2893,2,0,27,0,0,4,108,1,8,0,1,0
2896,2,0,28,0,0,5,17,1,4,1,0,0
2897,1,0,28,0,0,1,306,1,7,1,1,1
2898,1,1,31,0,0,0,45,0,3,0,0,1
2899,1,0,30,0,1,11,28,1,9,1,1,1
2900,2,0,24,0,0,3,28,0,7,0,1,0
2901,2,0,26,0,0,6,303,1,9,1,1,1
2902,1,0,43,0,0,0,135,0,1,0,0,1
2903,2,0,31,0,0,2,89,1,1,1,0,0
2907,2,0,22,0,0,3,167,1,6,1,1,1
2908,2,0,23,0,0,0,65,1,5,0,1,0
2910,1,0,42,0,0,0,128,0,4,0,0,1
2911,2,0,34,0,0,0,28,0,2,1,0,0
2913,2,0,30,0,3,18,45,0,10,0,1,0
2914,2,0,29,0,0,1,159,1,9,0,1,0
2915,1,0,38,0,0,2,28,1,4,1,0,0
2917,1,0,26,0,0,3,243,0,4,0,0,1
2918,3,1,25,0,0,4,28,1,6,1,1,1
2922,2,0,51,0,0,5,127,0,7,0,1,0
2923,6,0,36,0,0,0,45,0,1,0,0,1
2925,3,0,62,0,0,0,45,0,1,0,0,1
2926,2,0,23,0,0,0,186,1,3,1,0,0
2927,2,0,34,0,0,7,28,1,5,1,1,1
2928,2,0,35,0,0,1,427,0,2,0,0,1
2929,1,0,22,0,0,0,280,1,3,0,0,1
2930,2,0,29,0,0,10,31,0,10,1,1,1
2931,2,0,40,0,0,0,371,1,2,0,0,1
2932,2,0,36,0,0,2,306,1,2,0,0,1
2933,2,0,26,0,0,8,28,1,8,1,1,1
2934,2,0,25,0,0,1,64,1,3,1,0,0
2935,1,0,69,0,0,0,133,0,1,0,0,1
2936,2,0,27,0,1,1,190,1,4,0,0,1
2937,1,0,20,0,0,0,190,1,5,1,1,1
2938,2,0,27,0,0,1,383,1,1,0,0,1
2939,2,1,24,0,0,6,28,0,6,0,1,0
2943,1,0,42,0,0,0,16,1,1,0,0,1
2946,1,0,25,0,0,1,58,1,3,0,0,1
2949,1,0,46,0,0,1,28,1,1,1,0,0
2951,2,0,25,0,0,0,418,1,4,0,0,1
2952,2,0,22,0,0,0,246,1,3,0,0,1
2954,1,0,21,0,0,0,64,1,4,0,0,1
2955,2,0,30,0,0,1,45,0,2,0,0,1
2956,1,0,46,0,0,9,45,0,5,0,1,0
2959,2,0,26,0,0,2,45,0,7,0,1,0
2961,2,0,33,0,0,0,28,1,5,1,1,1
2962,2,0,40,0,0,1,45,0,1,0,0,1
2963,1,0,34,0,0,0,306,1,4,0,0,1
2964,1,0,22,0,0,1,190,1,2,1,0,0
2965,3,0,28,0,0,3,28,0,5,0,1,0
2968,2,0,31,0,0,4,31,0,3,1,0,0
2969,1,0,59,0,0,3,128,0,1,1,0,0
2970,5,0,37,0,0,0,9,1,2,0,0,1
2972,2,0,50,0,0,0,21,1,1,0,0,1
2973,6,1,21,0,0,2,229,1,4,1,0,0
2974,2,0,57,0,0,8,170,1,5,1,1,1
2976,2,0,31,0,0,5,31,0,5,0,1,0
2977,2,1,51,0,0,1,45,0,7,0,1,0
2979,2,0,44,0,0,9,190,1,8,0,1,0
2982,2,0,48,0,0,5,306,1,9,1,1,1
2983,1,1,25,0,0,0,190,1,4,0,0,1
2984,2,0,51,0,0,5,28,0,3,0,0,1
2985,1,0,50,0,0,0,28,1,1,1,0,0
2988,1,0,57,0,0,2,28,1,1,0,0,1
2990,1,0,55,0,0,0,130,0,1,0,0,1
2991,2,0,59,0,0,4,306,1,3,1,0,0
2992,2,1,42,0,0,0,10,1,1,0,0,1
2993,3,0,20,2,0,2,28,1,8,1,1,1
2995,2,0,58,0,0,16,175,1,9,0,1,0
2996,6,0,21,0,0,0,329,1,4,0,0,1
2997,2,0,32,0,0,21,175,1,9,1,1,1
2998,3,1,24,0,0,0,45,0,4,0,0,1
3003,2,0,42,0,0,1,379,1,4,0,0,1
3004,2,0,29,0,0,8,28,1,8,1,1,1
3005,2,0,21,0,0,1,28,1,6,0,1,0
3008,1,0,31,0,0,1,133,0,2,1,0,0
3009,3,0,56,0,0,8,127,0,4,0,0,1
3010,1,0,58,0,0,0,132,0,1,0,0,1
3014,2,0,22,0,0,1,246,1,7,1,1,1
3015,1,0,46,0,0,1,45,0,1,1,0,0
3019,1,0,50,0,0,0,45,0,2,1,0,0
3020,2,0,46,0,0,2,190,1,9,0,1,0
3021,2,1,44,0,1,11,306,1,8,1,1,1
3022,2,0,35,0,0,4,45,0,5,0,1,0
3023,2,0,30,0,1,14,186,1,9,1,1,1
3025,2,0,42,0,0,2,306,1,5,0,1,0
3027,2,0,46,0,0,5,186,1,1,1,0,0
3029,2,0,42,0,0,0,268,1,10,1,1,1
3030,2,0,37,0,0,12,28,1,3,0,0,1
3031,1,0,29,0,0,7,21,1,10,1,1,1
3032,2,0,32,0,0,8,21,1,4,0,0,1
3033,6,0,31,0,0,5,190,1,6,0,1,0
3034,2,1,33,0,0,1,45,0,1,0,0,1
3035,1,0,25,0,0,4,342,1,4,0,0,1
3036,2,1,33,0,0,0,45,0,1,0,0,1
3037,3,0,21,0,0,1,28,1,5,0,1,0
3038,1,1,64,0,0,7,142,0,3,0,0,1
3039,1,0,35,0,0,1,306,1,1,1,0,0
3040,2,0,56,0,0,1,28,1,1,0,0,1
3041,1,0,38,0,0,0,45,0,3,1,0,0
3042,2,1,40,0,0,4,28,0,1,0,0,1
3043,2,0,34,0,0,3,28,1,7,0,1,0
3046,2,0,28,0,0,4,190,1,4,0,0,1
3051,2,0,51,0,0,0,45,0,1,0,0,1
3053,2,0,35,0,0,2,45,0,2,0,0,1
3055,2,0,61,0,0,5,306,1,2,0,0,1
3056,2,0,25,0,0,0,273,1,3,0,0,1
3057,2,0,25,0,0,4,172,1,7,1,1,1
3058,2,0,26,0,0,0,242,0,5,0,1,0
3064,1,0,42,0,0,1,45,0,1,0,0,1
3066,2,1,25,0,0,1,190,1,4,0,0,1
3067,2,0,26,0,1,13,127,0,10,1,1,1
3068,2,0,31,0,0,9,263,1,7,0,1,0
3069,1,0,35,0,0,1,306,1,2,0,0,1
3071,2,1,41,0,0,4,28,1,2,1,0,0
3074,1,0,34,0,0,0,212,1,1,0,0,1
3075,1,0,46,0,0,5,28,0,1,0,0,1
3078,1,1,33,0,0,1,45,0,2,0,0,1
3081,2,0,30,0,0,3,71,1,2,0,0,1
3084,2,1,50,0,0,7,45,0,4,0,0,1
3085,2,0,21,0,0,0,59,1,5,0,1,0
3086,3,0,31,0,0,16,58,1,10,1,1,1
3087,2,0,31,0,0,2,248,1,7,1,1,1
3089,2,1,23,0,0,0,45,0,4,0,0,1
3090,2,0,25,0,0,1,58,1,6,0,1,0
3093,1,1,24,0,0,1,28,1,5,0,1,0
3094,2,0,31,0,0,13,283,0,10,1,1,1
3096,2,0,60,0,0,0,190,1,1,0,0,1
3101,2,0,30,0,0,2,28,1,2,0,0,1
3104,6,1,32,0,0,0,45,0,1,0,0,1
3107,1,0,46,0,0,0,128,0,1,0,0,1
3110,1,0,21,0,0,0,45,0,4,1,0,0
3111,2,0,28,4,0,6,123,0,9,0,1,0
3112,2,0,35,0,0,0,246,1,8,0,1,0
3113,3,0,34,0,0,2,416,1,3,1,0,0
3114,4,0,41,0,0,2,175,1,8,1,1,1
3115,2,1,40,0,0,7,326,0,4,0,0,1
3116,2,0,23,0,0,1,190,1,10,1,1,1
3117,2,0,23,0,0,3,190,1,6,1,1,1
3118,2,0,28,0,0,2,337,0,4,0,0,1
3120,3,0,21,0,0,0,297,1,4,1,0,0
3122,1,0,46,0,0,2,283,0,4,0,0,1
3129,2,0,56,0,0,1,28,1,2,0,0,1
3130,2,0,41,0,0,19,129,1,6,0,1,0
3131,3,0,40,0,0,8,306,1,5,1,1,1
3132,3,0,30,0,0,5,28,1,3,1,0,0
3134,2,0,24,0,0,1,45,0,4,1,0,0
3135,2,0,25,0,0,7,35,1,8,0,1,0
3136,1,1,33,0,0,0,45,0,1,0,0,1
3137,1,0,48,0,0,2,28,0,8,0,1,0
3138,2,0,33,0,0,11,248,1,6,1,1,1
3139,3,0,25,0,0,0,253,1,7,0,1,0
3143,1,0,25,0,0,6,163,1,8,1,1,1
3144,2,0,58,0,0,38,175,1,7,1,1,1
3145,2,0,30,0,1,7,285,1,5,1,1,1
3146,3,0,37,0,0,0,377,1,3,1,0,0
3152,1,1,43,0,0,7,6,1,8,0,1,0
3153,1,0,32,0,0,0,129,1,3,0,0,1
3154,6,0,33,0,0,3,28,1,7,0,1,0
3155,6,0,39,0,1,4,268,1,2,1,0,0
3156,1,0,49,0,0,4,16,1,1,0,0,1
3157,1,0,24,0,0,0,345,1,4,0,0,1
3158,2,0,26,0,0,1,186,1,9,0,1,0
3159,1,0,42,0,0,0,10,1,2,0,0,1
3160,2,0,22,0,0,1,65,1,6,1,1,1
3161,3,0,36,0,0,0,190,1,1,0,0,1
3162,1,0,29,0,0,7,45,0,7,1,1,1
3163,1,0,39,0,0,0,45,0,3,0,0,1
3164,2,0,27,0,2,13,28,1,6,1,1,1
3165,1,0,38,0,0,2,306,1,5,1,1,1
3166,1,0,20,0,0,0,58,1,2,1,0,0
3168,2,0,25,2,0,4,28,1,10,1,1,1
3169,1,0,53,0,0,0,45,0,1,0,0,1
3170,2,1,27,0,0,0,45,0,8,1,1,1
3174,6,0,21,0,0,0,64,1,5,1,1,1
3175,1,0,50,0,0,1,423,0,1,1,0,0
3176,2,0,41,0,0,4,74,1,5,0,1,0
3177,2,0,34,0,0,4,21,1,2,1,0,0
3178,1,0,22,0,0,5,297,1,8,1,1,1
3181,1,0,22,0,0,0,186,1,7,1,1,1
3182,2,0,25,0,0,2,246,1,5,0,1,0
3183,2,0,42,0,0,1,172,1,4,1,0,0
3186,1,1,27,0,0,2,311,1,3,0,0,1
3188,6,0,51,0,0,2,28,1,1,0,0,1
3189,2,0,33,0,0,23,28,1,9,1,1,1
3190,2,0,24,0,0,0,303,1,3,0,0,1
3191,2,0,37,0,0,4,28,1,4,0,0,1
3192,1,0,37,0,0,0,283,0,1,0,0,1
3197,6,1,27,0,0,0,45,0,2,0,0,1
3198,6,0,21,0,0,0,342,1,6,0,1,0
3200,2,0,35,0,0,1,21,1,1,1,0,0
3203,1,1,24,0,0,0,306,1,8,0,1,0
3204,6,0,21,1,0,1,28,1,7,0,1,0
3205,1,0,49,0,0,2,134,0,1,0,0,1
3206,2,0,38,0,0,9,28,1,6,0,1,0
3207,6,0,61,0,0,0,133,0,1,0,0,1
3208,2,1,30,0,0,0,45,0,2,0,0,1
3209,2,0,22,0,0,3,47,1,6,0,1,0
3212,2,0,25,0,0,0,254,1,7,1,1,1
3214,3,1,30,0,0,3,45,0,3,1,0,0
3215,1,0,52,0,0,0,128,0,1,0,0,1
3217,1,0,26,0,0,0,21,1,2,0,0,1
3218,6,0,26,0,0,0,45,0,4,0,0,1
3222,2,0,29,0,1,6,166,1,7,0,1,0
3223,1,0,45,0,0,9,175,1,9,1,1,1
3225,2,0,20,0,0,0,28,1,9,1,1,1
3226,2,0,29,0,0,4,28,1,8,0,1,0
3227,1,0,43,0,0,1,28,1,6,1,1,1
3229,1,0,26,0,0,2,99,1,5,0,1,0
3230,2,1,46,0,0,4,28,1,4,0,0,1
3232,2,1,46,0,0,0,172,1,1,0,0,1
3234,1,0,39,0,0,8,15,1,1,0,0,1
3236,2,0,29,0,0,12,306,1,10,1,1,1
3237,1,0,41,0,0,0,134,0,1,0,0,1
3238,2,0,29,0,0,11,28,1,10,1,1,1
3240,2,1,25,0,0,5,250,1,7,0,1,0
3242,2,0,23,1,0,2,112,1,7,0,1,0
3243,2,1,46,0,0,1,28,1,8,1,1,1
3246,1,0,30,0,0,0,134,0,3,0,0,1
3247,1,0,34,0,0,1,28,1,6,0,1,0
3248,1,0,70,0,0,11,306,1,1,1,0,0
3250,1,0,52,0,0,2,28,1,1,0,0,1
3255,2,0,51,0,0,4,374,0,2,0,0,1
3259,5,1,45,0,0,15,129,1,10,1,1,1
3260,2,0,55,0,0,21,170,1,6,1,1,1
3261,1,1,49,0,0,1,28,1,1,0,0,1
3262,2,1,26,0,0,9,127,0,6,1,1,1
3265,1,1,47,0,0,0,49,1,1,0,0,1
3267,2,0,27,0,0,0,45,0,2,0,0,1
3268,1,0,25,0,2,5,133,0,7,1,1,1
3270,2,0,21,0,1,1,28,1,10,1,1,1
3272,2,0,37,0,0,26,129,1,10,1,1,1
3273,2,0,21,0,0,1,306,1,9,1,1,1
3274,2,0,21,0,0,0,64,1,6,0,1,0
3278,2,0,25,0,0,4,306,1,10,1,1,1
3280,2,1,27,0,0,3,228,1,5,1,1,1
3281,1,0,30,0,0,3,90,1,4,1,0,0
3283,1,0,70,0,0,0,134,0,1,0,0,1
3284,1,0,37,0,0,11,110,1,9,1,1,1
