"block_num","id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree (misd/fel)","compas_decile_score","two_year_recid","vign_short","charge_name","charge_info","outcome"
4,42,2,0,32,0,0,4,36,1,8,1,"The defendant is a 32-year-old male. He has been charged with tampering with physical evidence. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Tampering with physical evidence","",1
4,9686,2,0,24,0,0,0,280,1,4,0,"The defendant is a 24-year-old male. He has been charged with possession of ecstasy. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of ecstasy","nan",0
4,10700,2,0,36,1,2,14,306,1,10,1,"The defendant is a 36-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 14 prior crimes. He has 1 juvenile felony charge and 2 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
4,9399,3,0,43,0,0,3,45,0,3,1,"The defendant is a 43-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
4,9820,2,0,29,0,0,2,242,0,4,0,"The defendant is a 29-year-old male. He has been charged with theft. This crime is classified as a misdemeanor. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Theft","taking of another person's property worth less than $300",0
4,9609,3,1,32,0,0,8,326,0,5,1,"The defendant is a 32-year-old female. She has been charged with prostitution. This crime is classified as a misdemeanor. She has been convicted of 8 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Prostitution","engaging in sex for money",1
4,7199,2,0,28,0,0,1,186,1,6,0,"The defendant is a 28-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Grand theft","the unlawful taking of property worth more than $300",0
5,10319,2,0,43,0,0,3,172,1,1,1,"The defendant is a 43-year-old male. He has been charged with driving with a suspended license. This crime is classified as a felony. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
5,2901,2,0,26,0,0,6,303,1,9,1,"The defendant is a 26-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a felony. He has been convicted of 6 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",1
5,5307,2,0,36,0,0,4,306,1,4,0,"The defendant is a 36-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",0
5,2006,2,0,22,0,0,0,252,1,8,1,"The defendant is a 22-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
5,115,2,1,26,0,0,1,252,1,4,1,"The defendant is a 26-year-old female. She has been charged with possession of cocaine. This crime is classified as a felony. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Possession of cocaine","nan",1
5,1044,2,0,36,0,1,4,45,0,5,0,"The defendant is a 36-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,7602,2,0,31,0,0,11,186,1,7,1,"The defendant is a 31-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 11 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",1
5,2737,2,0,26,0,0,9,126,1,8,1,"The defendant is a 26-year-old male. He has been charged with driving with a suspended license. This crime is classified as a felony. He has been convicted of 9 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
5,2020,3,0,28,0,0,11,45,0,7,0,"The defendant is a 28-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 11 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,4996,1,0,27,0,0,1,100,1,1,0,"The defendant is a 27-year-old male. He has been charged with dealing controlled substances. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Dealing controlled substances","possessing a criminalized narcotic or pharmacological drug with the intent to sell or deliver",0
5,1130,1,0,30,0,0,22,306,1,5,1,"The defendant is a 30-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 22 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",1
5,2195,2,0,25,0,0,8,190,1,6,1,"The defendant is a 25-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",1
5,3309,1,0,26,0,0,5,382,1,5,1,"The defendant is a 26-year-old male. He has been charged with threat against public servant. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Threat against public servant","an intentional and unlawful threat against an emergency medical care provider, firefighter, or law enforcement officer, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent",1
5,4342,2,0,23,0,0,2,280,1,8,1,"The defendant is a 23-year-old male. He has been charged with possession of ecstasy. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of ecstasy","nan",1
5,7457,2,0,26,0,0,5,61,1,7,1,"The defendant is a 26-year-old male. He has been charged with burglary. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Burglary","unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside",1
5,3863,1,0,26,0,0,0,93,0,2,0,"The defendant is a 26-year-old male. He has been charged with criminal damage of less than $1000. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Criminal damage of less than $1000","when a person willfully and maliciously damages another person's property - with damage less than $1,000",0
5,5882,2,0,44,0,0,0,317,1,2,1,"The defendant is a 44-year-old male. He has been charged with possession of meth. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of meth","nan",1
5,5543,1,0,45,0,0,3,45,0,3,1,"The defendant is a 45-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
5,6129,2,0,28,0,0,1,56,1,1,0,"The defendant is a 28-year-old male. He has been charged with burglary. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Burglary","unlawfully entering a dwelling or structure or remaining in a dwelling or structure after permission to remain has been withdrawn, with the intent to commit a crime inside",0
5,7636,2,1,38,0,0,0,151,0,2,0,"The defendant is a 38-year-old female. She has been charged with failure to obey police officer. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Failure to obey police officer","nan",0
5,3145,2,0,30,0,1,7,285,1,5,1,"The defendant is a 30-year-old male. He has been charged with fraud. This crime is classified as a felony. He has been convicted of 7 prior crimes. He has 0 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Fraud","wrongful or criminal deception intended to result in financial or personal gain",1
5,2156,1,0,45,0,0,1,342,1,5,1,"The defendant is a 45-year-old male. He has been charged with robbery. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Robbery","when a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat",1
5,7258,2,0,26,0,0,8,85,1,7,1,"The defendant is a 26-year-old male. He has been charged with threatening a public servant. This crime is classified as a felony. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Threatening a public servant","",1
5,7003,2,0,61,0,0,20,374,0,2,1,"The defendant is a 61-year-old male. He has been charged with driving with a suspended license. This crime is classified as a misdemeanor. He has been convicted of 20 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",1
5,10327,1,0,23,0,0,0,45,0,5,0,"The defendant is a 23-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,7958,1,0,58,0,0,5,283,0,2,0,"The defendant is a 58-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",0
5,6096,2,0,20,0,0,1,21,0,9,1,"The defendant is a 20-year-old male. He has been charged with assault. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Assault","an intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent",1
5,10401,1,1,47,0,0,0,45,0,1,0,"The defendant is a 47-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,6586,1,1,53,0,0,6,306,1,5,1,"The defendant is a 53-year-old female. She has been charged with possession of cocaine. This crime is classified as a felony. She has been convicted of 6 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Possession of cocaine","nan",1
5,9357,2,0,36,0,0,6,45,0,4,0,"The defendant is a 36-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 6 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,6170,2,0,29,0,1,8,45,0,9,1,"The defendant is a 29-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
5,1160,2,1,23,0,0,0,10,1,7,0,"The defendant is a 23-year-old female. She has been charged with battery with a deadly weapon. This crime is classified as a felony. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery with a deadly weapon","intentionally causing bodily harm to another person with a deadly weapon",0
5,6377,1,0,27,0,0,2,278,1,7,1,"The defendant is a 27-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",1
5,2533,1,0,19,0,0,0,45,0,6,1,"The defendant is a 19-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
5,9617,2,0,27,0,0,4,268,1,4,1,"The defendant is a 27-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 4 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",1
5,5433,2,1,20,0,0,1,175,1,8,1,"The defendant is a 20-year-old female. She has been charged with theft. This crime is classified as a felony. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Theft","taking of another person's property worth less than $300",1
5,9833,1,0,67,0,0,0,97,1,1,0,"The defendant is a 67-year-old male. He has been charged with child abuse. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Child abuse","intentional infliction of physical or mental injury upon a child",0
5,4122,1,1,25,0,0,0,1,1,6,0,"The defendant is a 25-year-old female. She has been charged with abuse. This crime is classified as a felony. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Abuse","the intentional infliction of physical or psychological injury",0
5,2586,1,0,40,0,0,1,42,1,1,0,"The defendant is a 40-year-old male. He has been charged with robbery. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Robbery","when a person intentionally and unlawfully takes money or property from another person through the use of force, violence, assault, or threat",0
5,1870,2,0,20,0,0,0,71,1,3,0,"The defendant is a 20-year-old male. He has been charged with carrying a concealed weapon. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Carrying a concealed weapon","when a person knowingly carries, on or about their person, a weapon that is concealed from the ordinary sight of another person",0
5,2502,3,0,45,0,0,0,186,1,1,0,"The defendant is a 45-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",0
5,4724,2,1,64,0,0,1,337,0,1,1,"The defendant is a 64-year-old female. She has been charged with resisting an officer. This crime is classified as a misdemeanor. She has been convicted of 1 prior crime. She has 0 juvenile felony charges and 0 juvenile misdemeanor charge on her record.","Resisting an officer","when a person knowingly and willfuly, but not violently, resists, obstructs, or opposes a law enforcement officer engaged in the execution of legal process, or lawful execution of a legal duty",1
5,2790,1,0,43,0,0,0,134,0,4,0,"The defendant is a 43-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
5,3602,2,0,35,0,0,10,426,0,8,1,"The defendant is a 35-year-old male. He has been charged with restraining order violation. This crime is classified as a misdemeanor. He has been convicted of 10 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Restraining order violation","nan",1
5,10706,2,0,42,0,0,0,283,0,7,0,"The defendant is a 42-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cannabis/marijuana","nan",0
5,6251,2,0,33,0,0,5,172,1,4,0,"The defendant is a 33-year-old male. He has been charged with driving with a suspended license. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a suspended license","nan",0
5,1059,2,0,24,0,0,1,45,0,6,0,"The defendant is a 24-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
5,3322,2,0,22,0,0,0,190,1,4,1,"The defendant is a 22-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",1
5,4444,1,1,25,0,0,2,140,1,10,0,"The defendant is a 25-year-old female. She has been charged with escape. This crime is classified as a felony. She has been convicted of 2 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Escape","when a prisoner escapes or attempts to escape from a place of confinement, or when an arrested person who is being transported to or from a place of confinement escapes or attempts to escape from such lawful confinement",0
5,10076,2,0,21,0,0,2,190,1,4,0,"The defendant is a 21-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",0
6,9045,1,0,46,0,0,0,190,1,5,0,"The defendant is a 46-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",0
6,4258,1,0,25,0,0,0,134,0,2,0,"The defendant is a 25-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
6,4101,2,0,31,0,2,8,45,0,10,1,"The defendant is a 31-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 8 prior crimes. He has 0 juvenile felony charges and 2 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
6,800,2,0,55,0,0,0,45,0,8,1,"The defendant is a 55-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
6,893,3,0,31,0,0,0,134,0,1,0,"The defendant is a 31-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",0
6,6908,2,0,30,0,0,21,129,1,7,1,"The defendant is a 30-year-old male. He has been charged with driving with a revoked license. This crime is classified as a felony. He has been convicted of 21 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a revoked license","nan",1
6,8054,2,0,53,0,0,5,49,1,4,0,"The defendant is a 53-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,9150,1,0,21,0,2,2,315,1,9,1,"The defendant is a 21-year-old male. He has been charged with possession of lsd. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 2 juvenile misdemeanor charges on his record.","Possession of lsd","nan",1
6,4226,1,0,31,0,0,3,313,1,4,1,"The defendant is a 31-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",1
6,6424,3,0,45,0,0,1,283,0,1,0,"The defendant is a 45-year-old male. He has been charged with possession of cannabis/marijuana. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Possession of cannabis/marijuana","nan",0
6,4686,2,1,50,0,0,0,45,0,1,0,"The defendant is a 50-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,7578,2,1,43,0,0,2,426,0,2,0,"The defendant is a 43-year-old female. She has been charged with restraining order violation. This crime is classified as a misdemeanor. She has been convicted of 2 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Restraining order violation","nan",0
6,4404,2,1,28,0,0,0,171,1,10,1,"The defendant is a 28-year-old female. She has been charged with prostitution. This crime is classified as a felony. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Prostitution","engaging in sex for money",1
6,8188,1,0,26,0,0,3,45,0,10,0,"The defendant is a 26-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 3 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,7985,2,0,35,0,0,0,319,1,4,0,"The defendant is a 35-year-old male. He has been charged with possession of oxycodone. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of oxycodone","nan",0
6,1865,1,0,36,0,0,0,159,1,1,0,"The defendant is a 36-year-old male. He has been charged with false imprisonment. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","False imprisonment","when a person either forcibly, by threat, confines, abducts, imprisons, or restrains another person without lawful authority against their will, or secretly confines, abducts, imprisons, or restrains another person without lawful authority against their will",0
6,8905,1,0,52,0,0,0,45,0,1,0,"The defendant is a 52-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,206,1,1,29,0,1,10,190,1,4,1,"The defendant is a 29-year-old female. She has been charged with grand theft. This crime is classified as a felony. She has been convicted of 10 prior crimes. She has 0 juvenile felony charges and 1 juvenile misdemeanor charges on her record.","Grand theft","the unlawful taking of property worth more than $300",1
6,7472,1,0,80,0,0,0,45,0,1,0,"The defendant is an 80-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,7555,1,1,64,0,0,0,45,0,1,0,"The defendant is a 64-year-old female. She has been charged with battery. This crime is classified as a misdemeanor. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,2955,2,0,30,0,0,1,45,0,2,0,"The defendant is a 30-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,7348,2,0,38,0,0,0,45,0,2,0,"The defendant is a 38-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,4967,2,0,32,0,3,10,358,1,6,1,"The defendant is a 32-year-old male. He has been charged with sexual assault. This crime is classified as a felony. He has been convicted of 10 prior crimes. He has 0 juvenile felony charges and 3 juvenile misdemeanor charges on his record.","Sexual assault","sexual assault, also known as rape, sexual abuse and sexual battery, is defined as unwanted oral, anal or vaginal penetration by, or union with, the sexual organ of another or the anal or vaginal penetration of another by any other object",1
6,8248,1,0,28,0,0,5,45,0,7,1,"The defendant is a 28-year-old male. He has been charged with battery. This crime is classified as a misdemeanor. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",1
6,5575,2,1,29,0,0,9,250,1,7,1,"The defendant is a 29-year-old female. She has been charged with theft. This crime is classified as a felony. She has been convicted of 9 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Theft","taking of another person's property worth less than $300",1
6,6379,1,0,22,0,0,1,253,1,6,0,"The defendant is a 22-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",0
6,5134,1,0,27,0,0,18,175,1,9,1,"The defendant is a 27-year-old male. He has been charged with theft. This crime is classified as a felony. He has been convicted of 18 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Theft","taking of another person's property worth less than $300",1
6,227,2,1,31,0,0,0,319,1,3,1,"The defendant is a 31-year-old female. She has been charged with possession of oxycodone. This crime is classified as a felony. She has been convicted of 0 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Possession of oxycodone","nan",1
6,6229,1,0,38,0,0,5,176,0,5,1,"The defendant is a 38-year-old male. He has been charged with driving under the influence. This crime is classified as a misdemeanor. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving under the influence","operating a motor vehicle with a blood alcohol content (BAC) of 0.08% or higher",1
6,5923,1,0,29,0,0,2,169,1,2,0,"The defendant is a 29-year-old male. He has been charged with battery. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Battery","intentionally causing bodily harm to another person without a weapon",0
6,7259,1,0,26,0,0,5,31,0,5,0,"The defendant is a 26-year-old male. He has been charged with assault. This crime is classified as a misdemeanor. He has been convicted of 5 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Assault","an intentional and unlawful threat against another person, coupled with the apparent ability to carry out the threat, which creates a genuine and reasonable fear that violence or harm is imminent",0
6,10008,1,0,28,0,0,1,268,1,4,1,"The defendant is a 28-year-old male. He has been charged with possession of a controlled substance. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Possession of a controlled substance","possession of a criminalized narcotic or pharmacological drug",1
6,9830,1,0,48,0,0,0,306,1,2,0,"The defendant is a 48-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 0 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Possession of cocaine","nan",0
6,4637,2,0,36,0,0,2,129,1,1,1,"The defendant is a 36-year-old male. He has been charged with driving with a revoked license. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Driving with a revoked license","nan",1
6,8882,2,0,22,0,0,2,423,0,9,1,"The defendant is a 22-year-old male. He has been charged with domestic violence. This crime is classified as a misdemeanor. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Domestic violence","the touching or striking of a family member, household member, or domestic partner against their will",1
6,3289,2,0,38,0,0,15,16,1,6,0,"The defendant is a 38-year-old male. He has been charged with assault with a deadly weapon. This crime is classified as a felony. He has been convicted of 15 prior crimes. He has 0 juvenile felony charges and 0 juvenile misdemeanor charges on his record.","Assault with a deadly weapon","an intentional and unlawful threat against another person with a deadly weapon, or while in the commission of a felony, which creates a reasonable fear that violence or harm is imminent",0
6,3790,1,0,29,0,0,1,306,1,3,0,"The defendant is a 29-year-old male. He has been charged with possession of cocaine. This crime is classified as a felony. He has been convicted of 1 prior crime. He has 0 juvenile felony charges and 0 juvenile misdemeanor charge on his record.","Possession of cocaine","nan",0
6,9437,3,0,23,0,1,2,190,1,9,0,"The defendant is a 23-year-old male. He has been charged with grand theft. This crime is classified as a felony. He has been convicted of 2 prior crimes. He has 0 juvenile felony charges and 1 juvenile misdemeanor charges on his record.","Grand theft","the unlawful taking of property worth more than $300",0
6,9405,2,1,38,0,0,7,190,1,10,1,"The defendant is a 38-year-old female. She has been charged with grand theft. This crime is classified as a felony. She has been convicted of 7 prior crimes. She has 0 juvenile felony charges and 0 juvenile misdemeanor charges on her record.","Grand theft","the unlawful taking of property worth more than $300",1
